year,make,model,cylinders,drivetrain,fuel_type,hwy_mpg,transmission,size_class,base_model
2023,Nissan,Murano,6,All-Wheel Drive,Regular,28,Automatic,Midsize Station Wagons,Murano
2023,Nissan,Murano,6,Front-Wheel Drive,Regular,28,Automatic,Midsize Station Wagons,Murano
2023,Nissan,Pathfinder,6,4-Wheel Drive,Regular,27,Automatic,Small SUV,Pathfinder
2023,Nissan,Pathfinder,6,Front-Wheel Drive 2WD,Regular,27,Automatic,Small SUV,Pathfinder
2023,Nissan,Pathfinder Rock Creek,6,4-Wheel Drive,Premium,23,Automatic,Small SUV,Pathfinder
2023,Nissan,Pathfinder SL/Platinum,6,4-Wheel Drive,Regular,25,Automatic,Small SUV,Pathfinder
2023,Nissan,Rogue,3,Front-Wheel Drive 2WD,Regular,37,Automatic,Small SUV,Rogue
2023,Nissan,Rogue,3,All-Wheel Drive 4WD,Regular,35,Automatic,Small SUV,Rogue
2023,Nissan,Rogue SL/Platinum,3,Front-Wheel Drive 2WD,Regular,36,Automatic,Small SUV,Rogue
2023,Nissan,Rogue SL/Platinum,3,All-Wheel Drive 4WD,Regular,34,Automatic,Small SUV,Rogue
2023,Nissan,Sentra,4,Front-Wheel Drive,Regular,39,Automatic,Midsize Cars,Sentra
2023,Nissan,Sentra SR,4,Front-Wheel Drive,Regular,37,Automatic,Midsize Cars,Sentra
2023,Nissan,Titan,8,Part-time 4-Wheel Drive,Premium,21,Automatic,Standard Pickup Truck,Titan
2023,Nissan,Titan,8,Rear-Wheel Drive 2WD,Premium,21,Automatic,Standard Pickup Truck,Titan
2023,Nissan,Titan PRO4X,8,Part-time 4-Wheel Drive,Premium,20,Automatic,Standard Pickup Truck,Titan
2023,Nissan,Versa,4,Front-Wheel Drive,Regular,40,Automatic,Compact Cars,Versa
2023,Nissan,Versa,4,Front-Wheel Drive,Regular,35,Manual,Compact Cars,Versa
2023,Nissan,Z,6,Rear-Wheel Drive,Premium,24,Manual,Two Seaters,Z
2023,Nissan,Z,6,Rear-Wheel Drive,Premium,28,Automatic,Two Seaters,Z
2023,Pagani,Huayra,12,Rear-Wheel Drive,Premium,15,Automatic,Two Seaters,Huayra
2023,Porsche,718 Boxster,4,Rear-Wheel Drive,Premium,25,Manual,Two Seaters,718
2023,Porsche,718 Boxster,4,Rear-Wheel Drive,Premium,27,Automatic,Two Seaters,718
2023,Porsche,718 Boxster GTS,6,Rear-Wheel Drive,Premium,24,Automatic,Two Seaters,718
2023,Porsche,718 Boxster GTS,6,Rear-Wheel Drive,Premium,24,Manual,Two Seaters,718
2023,Porsche,718 Boxster S,4,Rear-Wheel Drive,Premium,25,Automatic,Two Seaters,718
2023,Porsche,718 Boxster S,4,Rear-Wheel Drive,Premium,24,Manual,Two Seaters,718
2023,Porsche,718 Boxster T,4,Rear-Wheel Drive,Premium,27,Automatic,Two Seaters,718
2023,Porsche,718 Boxster T,4,Rear-Wheel Drive,Premium,26,Manual,Two Seaters,718
2023,Porsche,718 Cayman,4,Rear-Wheel Drive,Premium,27,Automatic,Two Seaters,718
2023,Porsche,718 Cayman,4,Rear-Wheel Drive,Premium,25,Manual,Two Seaters,718
2023,Porsche,718 Cayman GT4,6,Rear-Wheel Drive,Premium,24,Automatic,Two Seaters,718
2023,Porsche,718 Cayman GT4,6,Rear-Wheel Drive,Premium,23,Manual,Two Seaters,718
2023,Porsche,718 Cayman GTS,6,Rear-Wheel Drive,Premium,24,Automatic,Two Seaters,718
2023,Porsche,718 Cayman GTS,6,Rear-Wheel Drive,Premium,24,Manual,Two Seaters,718
2023,Porsche,718 Cayman S,4,Rear-Wheel Drive,Premium,25,Automatic,Two Seaters,718
2023,Porsche,718 Cayman S,4,Rear-Wheel Drive,Premium,24,Manual,Two Seaters,718
2023,Porsche,718 Cayman T,4,Rear-Wheel Drive,Premium,26,Manual,Two Seaters,718
2023,Porsche,718 Cayman T,4,Rear-Wheel Drive,Premium,27,Automatic,Two Seaters,718
2023,Porsche,718 GT4 RS,6,Rear-Wheel Drive,Premium,19,Automatic,Two Seaters,718
2023,Porsche,718 Spyder,6,Rear-Wheel Drive,Premium,23,Manual,Two Seaters,718
2023,Porsche,718 Spyder,6,Rear-Wheel Drive,Premium,24,Automatic,Two Seaters,718
2023,Porsche,911 Carrera,6,Rear-Wheel Drive,Premium,24,Automatic,Minicompact Cars,911
2023,Porsche,911 Carrera 4,6,All-Wheel Drive,Premium,24,Automatic,Minicompact Cars,911
2023,Porsche,911 Carrera 4 Cabriolet,6,All-Wheel Drive,Premium,24,Automatic,Minicompact Cars,911
2023,Porsche,911 Carrera 4 GTS,6,All-Wheel Drive,Premium,23,Manual,Minicompact Cars,911
2023,Porsche,911 Carrera 4 GTS,6,All-Wheel Drive,Premium,23,Automatic,Minicompact Cars,911
2023,Porsche,911 Carrera 4 GTS Cabriolet,6,All-Wheel Drive,Premium,23,Manual,Minicompact Cars,911
2023,Porsche,911 Carrera 4 GTS Cabriolet,6,All-Wheel Drive,Premium,22,Automatic,Minicompact Cars,911
2023,Porsche,911 Carrera 4S,6,All-Wheel Drive,Premium,23,Automatic,Minicompact Cars,911
2023,Porsche,911 Carrera 4S,6,All-Wheel Drive,Premium,25,Manual,Minicompact Cars,911
2023,Porsche,911 Carrera 4S Cabriolet,6,All-Wheel Drive,Premium,23,Automatic,Minicompact Cars,911
2023,Porsche,911 Carrera 4S Cabriolet,6,All-Wheel Drive,Premium,24,Manual,Minicompact Cars,911
2023,Porsche,911 Carrera Cabriolet,6,Rear-Wheel Drive,Premium,24,Automatic,Minicompact Cars,911
2023,Porsche,911 Carrera GTS,6,Rear-Wheel Drive,Premium,24,Manual,Minicompact Cars,911
2023,Porsche,911 Carrera GTS,6,Rear-Wheel Drive,Premium,23,Automatic,Minicompact Cars,911
2023,Porsche,911 Carrera GTS Cabriolet,6,Rear-Wheel Drive,Premium,24,Manual,Minicompact Cars,911
2023,Porsche,911 Carrera GTS Cabriolet,6,Rear-Wheel Drive,Premium,23,Automatic,Minicompact Cars,911
2023,Porsche,911 Carrera S,6,Rear-Wheel Drive,Premium,25,Manual,Minicompact Cars,911
2023,Porsche,911 Carrera S,6,Rear-Wheel Drive,Premium,23,Automatic,Minicompact Cars,911
2023,Porsche,911 Carrera S Cabriolet,6,Rear-Wheel Drive,Premium,23,Automatic,Minicompact Cars,911
2023,Porsche,911 Carrera S Cabriolet,6,Rear-Wheel Drive,Premium,25,Manual,Minicompact Cars,911
2023,Porsche,911 Carrera T,6,Rear-Wheel Drive,Premium,25,Manual,Minicompact Cars,911
2023,Porsche,911 Carrera T,6,Rear-Wheel Drive,Premium,24,Automatic,Minicompact Cars,911
2023,Porsche,911 Dakar,6,All-Wheel Drive,Premium,24,Automatic,Minicompact Cars,911
2023,Porsche,911 GT3,6,Rear-Wheel Drive,Premium,18,Automatic,Two Seaters,911
2023,Porsche,911 GT3,6,Rear-Wheel Drive,Premium,18,Manual,Two Seaters,911
2023,Porsche,911 GT3 RS,6,Rear-Wheel Drive,Premium,18,Automatic,Two Seaters,911
2023,Porsche,911 GT3 Touring,6,Rear-Wheel Drive,Premium,18,Manual,Two Seaters,911
2023,Porsche,911 GT3 Touring,6,Rear-Wheel Drive,Premium,18,Automatic,Two Seaters,911
2023,Porsche,911 Sport Classic,6,Rear-Wheel Drive,Premium,21,Manual,Minicompact Cars,911
2023,Porsche,911 Targa 4,6,All-Wheel Drive,Premium,24,Automatic,Minicompact Cars,911
2023,Porsche,911 Targa 4 GTS,6,All-Wheel Drive,Premium,23,Manual,Minicompact Cars,911
2023,Porsche,911 Targa 4 GTS,6,All-Wheel Drive,Premium,22,Automatic,Minicompact Cars,911
2023,Porsche,911 Targa 4S,6,All-Wheel Drive,Premium,23,Automatic,Minicompact Cars,911
2023,Porsche,911 Targa 4S,6,All-Wheel Drive,Premium,24,Manual,Minicompact Cars,911
2023,Porsche,911 Turbo,6,All-Wheel Drive,Premium,20,Automatic,Minicompact Cars,911
2023,Porsche,911 Turbo Cabriolet,6,All-Wheel Drive,Premium,20,Automatic,Minicompact Cars,911
2023,Porsche,911 Turbo S,6,All-Wheel Drive,Premium,20,Automatic,Minicompact Cars,911
2023,Porsche,911 Turbo S Cabriolet,6,All-Wheel Drive,Premium,20,Automatic,Minicompact Cars,911
2023,Porsche,Cayenne,6,All-Wheel Drive 4WD,Premium,22,Automatic,Standard SUV,Cayenne
2023,Porsche,Cayenne Coupe,6,All-Wheel Drive 4WD,Premium,22,Automatic,Standard SUV,Cayenne
2023,Porsche,Cayenne GTS,8,All-Wheel Drive 4WD,Premium,19,Automatic,Standard SUV,Cayenne
2023,Porsche,Cayenne GTS Coupe,8,All-Wheel Drive 4WD,Premium,19,Automatic,Standard SUV,Cayenne
2023,Porsche,Cayenne S,6,All-Wheel Drive 4WD,Premium,22,Automatic,Standard SUV,Cayenne
2023,Porsche,Cayenne S Coupe,6,All-Wheel Drive 4WD,Premium,21,Automatic,Standard SUV,Cayenne
2023,Porsche,Cayenne Turbo,8,All-Wheel Drive 4WD,Premium,19,Automatic,Standard SUV,Cayenne
2023,Porsche,Cayenne Turbo Coupe,8,All-Wheel Drive 4WD,Premium,20,Automatic,Standard SUV,Cayenne
2023,Porsche,Cayenne Turbo GT,8,All-Wheel Drive 4WD,Premium,19,Automatic,Standard SUV,Cayenne
2023,Porsche,Macan,4,All-Wheel Drive 4WD,Premium,25,Automatic,Small SUV,Macan
2023,Porsche,Macan GTS,6,All-Wheel Drive 4WD,Premium,22,Automatic,Small SUV,Macan
2023,Porsche,Macan S,6,All-Wheel Drive 4WD,Premium,23,Automatic,Small SUV,Macan
2023,Porsche,Macan T,4,All-Wheel Drive 4WD,Premium,25,Automatic,Small SUV,Macan
2023,Porsche,Panamera,6,Rear-Wheel Drive,Premium,24,Automatic,Large Cars,Panamera
2023,Porsche,Panamera 4,6,All-Wheel Drive,Premium,24,Automatic,Large Cars,Panamera
2023,Porsche,Panamera 4 Executive,6,All-Wheel Drive,Premium,23,Automatic,Large Cars,Panamera
2023,Porsche,Panamera 4 ST,6,All-Wheel Drive,Premium,23,Automatic,Large Cars,Panamera
2023,Porsche,Panamera 4S,6,All-Wheel Drive,Premium,24,Automatic,Large Cars,Panamera
2023,Porsche,Panamera 4S Executive,6,All-Wheel Drive,Premium,23,Automatic,Large Cars,Panamera
2023,Porsche,Panamera 4S ST,6,All-Wheel Drive,Premium,23,Automatic,Large Cars,Panamera
2023,Porsche,Panamera GTS,8,All-Wheel Drive,Premium,21,Automatic,Large Cars,Panamera
2023,Porsche,Panamera GTS ST,8,All-Wheel Drive,Premium,20,Automatic,Large Cars,Panamera
2023,Porsche,Panamera Turbo S,8,All-Wheel Drive,Premium,21,Automatic,Large Cars,Panamera
2023,Porsche,Panamera Turbo S Executive,8,All-Wheel Drive,Premium,21,Automatic,Large Cars,Panamera
2023,Porsche,Panamera Turbo S ST,8,All-Wheel Drive,Premium,21,Automatic,Large Cars,Panamera
2023,Ram,1500,6,Rear-Wheel Drive 2WD,Regular,25,Automatic,Standard Pickup Truck,1500
2023,Ram,1500,6,4-Wheel Drive,Diesel,29,Automatic,Standard Pickup Truck,1500
2023,Ram,1500,6,4-Wheel Drive,Regular,24,Automatic,Standard Pickup Truck,1500
2023,Ram,1500,8,4-Wheel Drive,Midgrade,22,Automatic,Standard Pickup Truck,1500
2023,Ram,1500,8,Rear-Wheel Drive 2WD,Midgrade,23,Automatic,Standard Pickup Truck,1500
2023,Ram,1500 Classic,6,Rear-Wheel Drive 2WD,Regular,25,Automatic,Standard Pickup Truck,1500
2023,Ram,1500 Classic,6,4-Wheel Drive,Regular,23,Automatic,Standard Pickup Truck,1500
2023,Ram,1500 Classic,8,4-Wheel Drive,Midgrade,20,Automatic,Standard Pickup Truck,1500
2023,Ram,1500 Classic,8,Rear-Wheel Drive 2WD,Midgrade,21,Automatic,Standard Pickup Truck,1500
2023,Ram,1500 HFE,6,Rear-Wheel Drive 2WD,Regular,26,Automatic,Standard Pickup Truck,1500
2023,Ram,1500 TRX,8,4-Wheel Drive,Premium,14,Automatic,Standard Pickup Truck,1500
2023,Rolls-Royce,Cullinan,12,All-Wheel Drive,Premium,19,Automatic,Midsize Station Wagons,Cullinan
2023,Rolls-Royce,Cullinan Black Badge,12,All-Wheel Drive,Premium,19,Automatic,Midsize Station Wagons,Cullinan
2023,Rolls-Royce,Ghost,12,All-Wheel Drive,Premium,19,Automatic,Large Cars,Ghost
2023,Rolls-Royce,Ghost Black Badge,12,All-Wheel Drive,Premium,19,Automatic,Large Cars,Ghost
2023,Rolls-Royce,Ghost Extended,12,All-Wheel Drive,Premium,19,Automatic,Large Cars,Ghost
2023,Rolls-Royce,Phantom,12,Rear-Wheel Drive,Premium,18,Automatic,Large Cars,Phantom
2023,Rolls-Royce,Phantom Extended,12,Rear-Wheel Drive,Premium,18,Automatic,Large Cars,Phantom
2023,RUF Automobile,T12/CTR3/CTR Anniversary,6,Rear-Wheel Drive,Premium,22,Manual,Two Seaters,T12/CTR3/CTR Anniversary
2023,Subaru,Ascent,4,All-Wheel Drive 4WD,Regular,26,Automatic,Standard SUV,Ascent
2023,Subaru,Ascent Limited/Touring/Onyx,4,All-Wheel Drive 4WD,Regular,25,Automatic,Standard SUV,Ascent
2023,Subaru,BRZ,4,Rear-Wheel Drive,Premium,27,Manual,Minicompact Cars,BRZ
2023,Subaru,BRZ,4,Rear-Wheel Drive,Premium,30,Automatic,Minicompact Cars,BRZ
2023,Subaru,Crosstrek,4,All-Wheel Drive 4WD,Regular,29,Manual,Small SUV,Crosstrek
2023,Subaru,Crosstrek,4,All-Wheel Drive 4WD,Regular,33,Automatic,Small SUV,Crosstrek
2023,Subaru,Forester,4,All-Wheel Drive 4WD,Regular,33,Automatic,Small SUV,Forester
2023,Subaru,Forester Wilderness,4,All-Wheel Drive 4WD,Regular,28,Automatic,Small SUV,Forester
2023,Subaru,Impreza,4,All-Wheel Drive,Regular,31,Manual,Midsize Cars,Impreza
2023,Subaru,Impreza,4,All-Wheel Drive,Regular,31,Manual,Small Station Wagons,Impreza
2023,Subaru,Impreza,4,All-Wheel Drive,Regular,36,Automatic,Midsize Cars,Impreza
2023,Subaru,Impreza,4,All-Wheel Drive,Regular,36,Automatic,Small Station Wagons,Impreza
2023,Subaru,Impreza Sport,4,All-Wheel Drive,Regular,36,Automatic,Midsize Cars,Impreza
2023,Subaru,Impreza Sport,4,All-Wheel Drive,Regular,35,Automatic,Small Station Wagons,Impreza
2023,Subaru,Impreza Sport,4,All-Wheel Drive,Regular,30,Manual,Small Station Wagons,Impreza
2023,Subaru,Legacy,4,All-Wheel Drive,Regular,31,Automatic,Large Cars,Legacy
2023,Subaru,Outback,4,All-Wheel Drive 4WD,Regular,32,Automatic,Small SUV,Outback
2023,Subaru,Outback Wilderness,4,All-Wheel Drive 4WD,Regular,26,Automatic,Small SUV,Outback
2023,Subaru,WRX,4,All-Wheel Drive,Premium,26,Manual,Midsize Cars,WRX
2023,Subaru,WRX,4,All-Wheel Drive,Premium,25,Automatic,Midsize Cars,WRX
2023,Toyota,4Runner,6,All-Wheel Drive 4WD,Regular,19,Automatic,Standard SUV,4Runner
2023,Toyota,4Runner,6,Part-time 4-Wheel Drive,Regular,19,Automatic,Standard SUV,4Runner
2023,Toyota,4Runner,6,Rear-Wheel Drive 2WD,Regular,19,Automatic,Standard SUV,4Runner
2023,Toyota,Camry,6,Front-Wheel Drive,Regular,33,Automatic,Midsize Cars,Camry
2023,Toyota,Camry LE/SE,4,Front-Wheel Drive,Regular,39,Automatic,Midsize Cars,Camry
2023,Toyota,Camry LE/SE,4,All-Wheel Drive,Regular,34,Automatic,Midsize Cars,Camry
2023,Toyota,Camry TRD,6,Front-Wheel Drive,Regular,31,Automatic,Midsize Cars,Camry
2023,Toyota,Camry XLE/XSE,4,Front-Wheel Drive,Regular,38,Automatic,Midsize Cars,Camry
2023,Toyota,Camry XLE/XSE,4,All-Wheel Drive,Regular,34,Automatic,Midsize Cars,Camry
2023,Toyota,Camry XSE,6,Front-Wheel Drive,Regular,32,Automatic,Midsize Cars,Camry
2023,Toyota,Corolla,4,Front-Wheel Drive,Regular,41,Automatic,Compact Cars,Corolla
2023,Toyota,Corolla Cross,4,All-Wheel Drive 4WD,Regular,32,Automatic,Small SUV,Corolla Cross
2023,Toyota,Corolla Cross,4,Front-Wheel Drive 2WD,Regular,33,Automatic,Small SUV,Corolla Cross
2023,Toyota,Corolla Hatchback,4,Front-Wheel Drive,Regular,41,Automatic,Compact Cars,Corolla
2023,Toyota,Corolla Hatchback XSE,4,Front-Wheel Drive,Regular,38,Automatic,Compact Cars,Corolla
2023,Toyota,Crown,4,All-Wheel Drive,Regular,41,Automatic,Midsize Cars,Crown
2023,Toyota,GR 86,4,Rear-Wheel Drive,Premium,27,Manual,Minicompact Cars,GR 86
2023,Toyota,GR 86,4,Rear-Wheel Drive,Premium,31,Automatic,Minicompact Cars,GR 86
2023,Toyota,GR Corolla,3,All-Wheel Drive,Premium,28,Manual,Subcompact Cars,Corolla
2023,Toyota,GR Supra,4,Rear-Wheel Drive,Premium,31,Automatic,Two Seaters,GR Supra
2023,Toyota,GR Supra,6,Rear-Wheel Drive,Premium,31,Automatic,Two Seaters,GR Supra
2023,Toyota,GR Supra,6,Rear-Wheel Drive,Premium,27,Manual,Two Seaters,GR Supra
2023,Toyota,Highlander,4,All-Wheel Drive 4WD,Regular,28,Automatic,Small SUV,Highlander
2023,Toyota,Highlander,4,Front-Wheel Drive 2WD,Regular,29,Automatic,Small SUV,Highlander
2023,Toyota,Prius,4,Part-time 4-Wheel Drive,Regular,54,Automatic,Midsize Cars,Prius
2023,Toyota,Prius,4,Front-Wheel Drive,Regular,56,Automatic,Midsize Cars,Prius
2023,Toyota,Prius XLE/LTD,4,Front-Wheel Drive,Regular,52,Automatic,Midsize Cars,Prius
2023,Toyota,Prius XLE/LTD,4,Part-time 4-Wheel Drive,Regular,50,Automatic,Midsize Cars,Prius
2023,Toyota,RAV4,4,All-Wheel Drive 4WD,Regular,33,Automatic,Small SUV,RAV4
2023,Toyota,RAV4,4,Front-Wheel Drive 2WD,Regular,35,Automatic,Small SUV,RAV4
2023,Toyota,RAV4 LE,4,All-Wheel Drive 4WD,Regular,34,Automatic,Small SUV,RAV4
2023,Toyota,RAV4 TRD Offroad,4,All-Wheel Drive 4WD,Regular,32,Automatic,Small SUV,RAV4
2023,Toyota,Sequoia,6,Part-time 4-Wheel Drive,Regular,22,Automatic,Standard SUV,Sequoia
2023,Toyota,Sequoia,6,Rear-Wheel Drive 2WD,Regular,24,Automatic,Standard SUV,Sequoia
2023,Toyota,Sienna,4,Front-Wheel Drive 2WD,Regular,36,Automatic,Minivan,Sienna
2023,Toyota,Sienna,4,All-Wheel Drive 4WD,Regular,36,Automatic,Minivan,Sienna
2023,Toyota,Tacoma,4,Rear-Wheel Drive 2WD,Regular,23,Automatic,Small Pickup Truck,Tacoma
2023,Toyota,Tacoma,4,Part-time 4-Wheel Drive,Regular,22,Automatic,Small Pickup Truck,Tacoma
2023,Toyota,Tacoma,6,Rear-Wheel Drive 2WD,Regular,24,Automatic,Small Pickup Truck,Tacoma
2023,Toyota,Tacoma,6,Part-time 4-Wheel Drive,Regular,22,Automatic,Small Pickup Truck,Tacoma
2023,Toyota,Tacoma,6,Part-time 4-Wheel Drive,Regular,21,Manual,Small Pickup Truck,Tacoma
2023,Toyota,Tundra,6,Part-time 4-Wheel Drive,Regular,22,Automatic,Standard Pickup Truck,Tundra
2023,Toyota,Tundra,6,Rear-Wheel Drive 2WD,Regular,24,Automatic,Standard Pickup Truck,Tundra
2023,Toyota,Tundra PRO,6,Part-time 4-Wheel Drive,Regular,20,Automatic,Standard Pickup Truck,Tundra
2023,Toyota,Venza,4,All-Wheel Drive 4WD,Regular,37,Automatic,Small SUV,Venza
2023,Volkswagen,Arteon,4,Front-Wheel Drive,Premium,33,Automatic,Large Cars,Arteon
2023,Volkswagen,Arteon 4motion,4,All-Wheel Drive,Premium,31,Automatic,Large Cars,Arteon
2023,Volkswagen,Atlas,4,Front-Wheel Drive 2WD,Regular,25,Automatic,Small SUV,Atlas
2023,Volkswagen,Atlas,6,Front-Wheel Drive 2WD,Regular,24,Automatic,Small SUV,Atlas
2023,Volkswagen,Atlas 4motion,4,All-Wheel Drive 4WD,Regular,24,Automatic,Small SUV,Atlas
2023,Volkswagen,Atlas 4motion,6,All-Wheel Drive 4WD,Regular,23,Automatic,Small SUV,Atlas
2023,Volkswagen,Atlas Cross Sport,4,Front-Wheel Drive 2WD,Regular,25,Automatic,Small SUV,Atlas
2023,Volkswagen,Atlas Cross Sport,6,Front-Wheel Drive 2WD,Regular,24,Automatic,Small SUV,Atlas
2023,Volkswagen,Atlas Cross Sport 4motion,4,All-Wheel Drive 4WD,Regular,24,Automatic,Small SUV,Atlas
2023,Volkswagen,Atlas Cross Sport 4motion,6,All-Wheel Drive 4WD,Regular,24,Automatic,Small SUV,Atlas
2023,Volkswagen,GLI,4,Front-Wheel Drive,Regular,37,Manual,Compact Cars,GLI
2023,Volkswagen,GLI,4,Front-Wheel Drive,Regular,36,Automatic,Compact Cars,GLI
2023,Volkswagen,GTI,4,Front-Wheel Drive,Regular,34,Automatic,Compact Cars,Golf/GTI
2023,Volkswagen,GTI,4,Front-Wheel Drive,Regular,32,Manual,Compact Cars,Golf/GTI
2023,Volkswagen,Jetta,4,Front-Wheel Drive,Regular,41,Automatic,Compact Cars,Jetta
2023,Volkswagen,Jetta,4,Front-Wheel Drive,Regular,42,Manual,Compact Cars,Jetta
2023,Volkswagen,Jetta Sport/SE/SEL,4,Front-Wheel Drive,Regular,40,Automatic,Compact Cars,Jetta
2023,Volkswagen,Taos,4,Front-Wheel Drive 2WD,Regular,36,Automatic,Small SUV,Taos
2023,Volkswagen,Taos 4motion,4,All-Wheel Drive 4WD,Regular,32,Automatic,Small SUV,Taos
2023,Volkswagen,Tiguan,4,Front-Wheel Drive 2WD,Regular,30,Automatic,Small SUV,Tiguan
2023,Volkswagen,Tiguan 4motion,4,All-Wheel Drive 4WD,Regular,29,Automatic,Small SUV,Tiguan
2023,Volkswagen,Tiguan R-Line 4motion,4,All-Wheel Drive 4WD,Regular,28,Automatic,Small SUV,Tiguan
2023,Volkswagen,Tiguan S,4,Front-Wheel Drive 2WD,Regular,31,Automatic,Small SUV,Tiguan
2023,Volvo,S60 B5,4,All-Wheel Drive,Premium,33,Automatic,Compact Cars,S60
2023,Volvo,S60 B5,4,Front-Wheel Drive,Premium,35,Automatic,Compact Cars,S60
2023,Volvo,S90 B6,4,All-Wheel Drive,Premium,32,Automatic,Midsize Cars,S90
2023,Volvo,V60CC B5,4,All-Wheel Drive,Premium,30,Automatic,Small Station Wagons,V60
2023,Volvo,V90CC B6,4,All-Wheel Drive,Premium,29,Automatic,Midsize Station Wagons,V90
2023,Volvo,XC40 B4,4,Front-Wheel Drive 2WD,Premium,32,Automatic,Small SUV,XC40
2023,Volvo,XC40 B5,4,All-Wheel Drive 4WD,Premium,30,Automatic,Small SUV,XC40
2023,Volvo,XC60 B5,4,Front-Wheel Drive 2WD,Premium,30,Automatic,Small SUV,XC60
2023,Volvo,XC60 B5,4,All-Wheel Drive 4WD,Premium,29,Automatic,Small SUV,XC60
2023,Volvo,XC60 B6,4,All-Wheel Drive 4WD,Premium,27,Automatic,Small SUV,XC60
2023,Volvo,XC90 B5,4,All-Wheel Drive 4WD,Premium,28,Automatic,Standard SUV,XC90
2023,Volvo,XC90 B6,4,All-Wheel Drive 4WD,Premium,26,Automatic,Standard SUV,XC90
